Time,Sx,Sy,Sz,Hx,Hy,Hz
0.0,0.0,0.0,1.0,5.969026041820607,0.0,0.0
0.02002002002002002,-0.00393643952994153,-0.11921562247552105,0.992860584272334,5.969026041820607,-0.3941380259482645,0.0
0.04004004004004004,-0.015515412197022734,-0.23672531976624042,0.9714527239994372,5.969026041820607,-0.7820478259451813,0.0
0.06006006006006006,-0.03405622746482258,-0.35082619080287725,0.9358211138981672,5.969026041820607,-1.1575995933644796,0.0
0.08008008008008008,-0.05845923160982527,-0.45982454176606835,0.8860834661752882,5.969026041820607,-1.5148588049936682,0.0
0.10010010010010009,-0.08725899393428044,-0.5620479419124779,0.8224888929155967,5.969026041820607,-1.8481799992260584,0.0
0.12012012012012012,-0.11869981572535765,-0.6558650170627479,0.7454873795981029,5.969026041820607,-2.152295986459588,0.0
0.14014014014014015,-0.15083288542224244,-0.7397136796220218,0.6557995980901844,5.969026041820607,-2.4224010819868473,0.0
0.16016016016016016,-0.18163226781473343,-0.8121371413459607,0.5544754123808242,5.969026041820607,-2.6542270461181827,0.0
0.18018018018018017,-0.20912412848584952,-0.8718256866071132,0.4429300972580951,5.969026041820607,-2.8441105315210837,0.0
0.20020020020020018,-0.23152069920168614,-0.9176609952140277,0.32294963028924073,5.969026041820607,-2.9890509719632674,0.0
0.22022022022022023,-0.24734817097568298,-0.9487589885512207,0.19666027549620196,5.969026041820607,-3.0867579976931987,0.0
0.24024024024024024,-0.2555566245839878,-0.9645068875667483,0.0664625869759391,5.969026041820607,-3.1356876281933515,0.0
0.2602602602602603,-0.25560073820056384,-0.9645904995848331,-0.06506481954173893,5.969026041820607,-3.1350666703831096,0.0
0.2802802802802803,-0.24748246557608575,-0.9490086773015171,-0.19528174425377143,5.969026041820607,-3.0849049367273813,0.0
0.3003003003003003,-0.23175086064162229,-0.9180732950392366,-0.3216099555791975,5.969026041820607,-2.985995090178611,0.0
0.3203203203203203,-0.20945907495212954,-0.8723947515883727,-0.44164951411865616,5.969026041820607,-2.8399001184024457,0.0
0.34034034034034033,-0.18208339874399757,-0.8128546714502553,-0.5532747229029319,5.969026041820607,-2.648928635221132,0.0
0.36036036036036034,-0.15141318203741447,-0.7405688730964679,-0.6546997728011787,5.969026041820607,-2.4160983995648206,0.0
0.38038038038038036,-0.11942290316840865,-0.6568445922016233,-0.7445087990711018,5.969026041820607,-2.145088628409555,0.0
0.40040040040040037,-0.0881382593139205,-0.5631362684971761,-0.8216502847003525,5.969026041820607,-1.840181857259788,0.0
0.42042042042042044,-0.059507059745954285,-0.46100391257497775,-0.8854006451493784,5.969026041820607,-1.5061962669044628,0.0
