Time,Sx,Sy,Sz,Hx,Hy,Hz
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.03003003003003003,0.0,-0.18756663397624676,0.9822518810462111,6.283185307179586,0.0,0.0
0.06006006006006006,0.0,-0.3684753764497992,0.9296375083602088,6.283185307179586,0.0,0.0
0.09009009009009009,0.0,-0.5363046265677983,0.844024494622029,6.283185307179586,0.0,0.0
0.12012012012012012,0.0,-0.6850970760967705,0.7284517803696078,6.283185307179586,0.0,0.0
0.15015015015015015,0.0,-0.8095711517469927,0.5870217630199434,6.283185307179586,0.0,0.0
0.18018018018018017,0.0,-0.9053084911936387,0.4247546771639966,6.283185307179586,0.0,0.0
0.21021021021021022,0.0,-0.9689107783497614,0.2474103950881043,6.283185307179586,0.0,0.0
0.24024024024024024,0.0,-0.9981203708277767,0.06128397293431165,6.283185307179586,0.0,0.0
0.2702702702702703,3.474313058238541e-09,-0.9999999999999954,2.7131411173275666e-08,0.0,6.283185307179586,0.0
0.3003003003003003,8.501598548748298e-09,-0.9999999999999954,2.5998214414624243e-08,0.0,6.283185307179586,0.0
0.3303303303303303,1.3227109180243964e-08,-0.9999999999999954,2.3942178406510806e-08,0.0,6.283185307179586,0.0
0.36036036036036034,1.7483107107899202e-08,-0.9999999999999954,2.1036284991726717e-08,0.0,6.283185307179586,0.0
0.39039039039039036,2.1118520335218243e-08,-0.9999999999999954,1.738368227144349e-08,0.0,6.283185307179586,0.0
0.42042042042042044,2.4004305373921102e-08,-0.9999999999999954,1.3114024477456354e-08,0.0,6.283185307179586,0.0
0.45045045045045046,2.603802773818854e-08,-0.9999999999999954,8.378868321390343e-09,0.0,6.283185307179586,0.0
0.4804804804804805,2.7147497925957424e-08,-0.9999999999999954,3.346293409034473e-09,0.0,6.283185307179586,0.0
0.5105105105105106,2.7293333865058316e-08,-0.9999999999999954,-1.8050624328580511e-09,0.0,6.283185307179586,0.0
0.5405405405405406,2.6470358923691073e-08,-0.9999999999999954,-6.89234513906456e-09,0.0,6.283185307179586,0.0
0.5705705705705706,2.4707785653020868e-08,-0.9999999999999954,-1.1734975491339839e-08,0.0,6.283185307179586,0.0
0.6006006006006006,2.2068178766908663e-08,-0.9999999999999954,-1.6161058435937292e-08,0.0,6.283185307179586,0.0
0.6306306306306306,1.8645234406671282e-08,-0.9999999999999954,-2.0013484203218468e-08,0.0,6.283185307179586,0.0
0.6606606606606606,1.4560454251721726e-08,-0.9999999999999954,-2.315550645670683e-08,0.0,6.283185307179586,0.0
0.6906906906906907,9.958832653357889e-09,-0.9999999999999954,-2.5475595522017613e-08,0.0,6.283185307179586,0.0
0.7207207207207207,5.00370986663366e-09,-0.9999999999999954,-2.6891396331940598e-08,0.0,6.283185307179586,0.0
0.7507507507507507,-1.2902578506308894e-10,-0.9999999999999954,-2.7352653586554254e-08,0.0,6.283185307179586,0.0
0.7807807807807807,-5.2571814621077845e-09,-0.9999999999999954,-2.684299410526947e-08,0.0,6.283185307179586,0.0
0.8108108108108109,-1.019872693429755e-08,-0.9999999999999954,-2.5380509305339416e-08,0.0,6.283185307179586,0.0
0.8408408408408409,-1.4778255859820897e-08,-0.9999999999999954,-2.3017111827616787e-08,0.0,6.283185307179586,0.0
0.8708708708708709,-1.883321216817388e-08,-0.9999999999999954,-1.983669323246673e-08,0.0,6.283185307179586,0.0
0.9009009009009009,-2.2219660152962332e-08,-0.9999999999999954,-1.5952146437125947e-08,0.0,6.283185307179586,0.0
0.9309309309309309,-2.4817393638093606e-08,-0.9999999999999954,-1.150135864325108e-08,0.0,6.283185307179586,0.0
0.960960960960961,-2.653420286978417e-08,-0.9999999999999954,-6.642315808491617e-09,0.0,6.283185307179586,0.0
0.990990990990991,-2.730914751213833e-08,-0.9999999999999954,-1.5474954651040207e-09,0.0,6.283185307179586,0.0
1.021021021021021,-2.7114719946880673e-08,-0.9999999999999954,3.602255105317198e-09,0.0,6.283185307179586,0.0
1.0510510510510511,-2.595782165777194e-08,-0.9999999999999954,8.624138847501683e-09,0.0,6.283185307179586,0.0
1.0810810810810811,-2.3879518182620378e-08,-0.9999999999999954,1.333989835261562e-08,0.0,6.283185307179586,0.0
1.1111111111111112,-2.0953581449773154e-08,-0.9999999999999954,1.758214157598914e-08,0.0,6.283185307179586,0.0
1.1411411411411412,-1.728387127889578e-08,-0.9999999999999954,2.120028458341139e-08,0.0,6.283185307179586,0.0
1.1711711711711712,-1.3000648575692905e-08,-0.9999999999999954,2.4065897108460632e-08,0.0,6.283185307179586,0.0
1.2012012012012012,-8.255951649781601e-09,-0.9999999999999954,2.6077261072732227e-08,0.0,6.283185307179586,0.0
1.2312312312312312,-3.2181994468421447e-09,-0.9999999999999954,2.7162979476802462e-08,0.0,6.283185307179586,0.0
1.2612612612612613,1.933786704453418e-09,-0.9999999999999954,2.728451425904055e-08,0.0,6.283185307179586,0.0
1.2912912912912913,7.017130648967655e-09,-0.9999999999999954,2.6437551536862003e-08,0.0,6.283185307179586,0.0
1.3213213213213213,1.1851392781866198e-08,-0.9999999999999954,2.4652154706483742e-08,0.0,6.283185307179586,0.0
